filename,nwords,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
00194cb0cb134a111231d03982fb3c83be9fce179c326ea93211d4930eb565cd.txt, 164, 0.505041172529514,0.48831975836731933,0.35702252566155,-0.27738282585246,0.135752457002457,0.3943880106936204,0.16239123354123353,0.022103658536585365,0.5744599030303029,-0.07205078571428572,0.072125,-0.0014817073170731742,0.029833333333333333,0.1335781485049778,0.024736832986832987,0.347890243902439,0.0038648648648648646,0.24386544715447156,-0.42795731707317075,0.05695275763568447
002a25725c2e06cb8cce20021595a3c88a648f2da92af645204c527d0dbfdec9.txt, 224, 0.395397195518207,0.5913570178071228,0.6504778911564626,0.05407077380952382,1.494536039215686,0.1742849713909954,0.11832615973218556,0.09880150261324043,0.23387615987863228,0.6136385,0.10902947368421052,-0.29059970238095234,0.008480392156862745,0.13817211328976034,0.08687372726868525,0.2935259146341464,0.16954117647058822,0.23488436411149827,0.8893258928571429,0.10332899928263987
00a0b71dbc2febffb4e291e29f49f91771ded88fe2fa906134e7696263850277.txt, 527, 1.8951323769133461,0.5380449373568561,0.6519986775299758,0.04421980846396495,0.9225769957537154,0.19377071241780586,0.12446213226300387,0.1052068311195446,0.43665259998286315,0.29056087500000005,0.17027651694306836,-0.17484819734345344,0.05147241897634985,0.21232047176680302,0.024503057684027198,0.08924772795366025,0.0024288747346072185,0.243553605313093,-0.4310863377609108,0.16843534069192004
00a6dbf07a95112a49748dc786a28c87061dc59795c89b664d14e054c1b7f892.txt, 244, 0.8496533000780639,0.3880023224043716,0.791494262295082,-0.17546103825136616,0.27049761904761904,0.18010746812386158,0.1617263888888889,0.07731716757741347,0.20617670666666668,0.19800670833333328,0.15176923076923077,-0.1748360655737704,0.06797506830601092,0.10199349385245901,0.021069791666666667,0.10085724043715848,0.07936666666666667,0.19964071038251363,-0.3636077283372366,0.10735377959927139
00bcf0530552840b34a23507111431cc929206d3681c45f1759de597e35b8ad5.txt, 178, 2.17001251116735,1.3803910191405855,0.7611707181740981,-0.13397250936329583,0.11971532316630357,0.29536598321156976,0.34935784198574893,0.05210578240613867,0.5011955826873385,-0.46897338461538457,0.0035730337078651686,-0.6261789727126805,0.0,0.05625027427836417,0.12205331088664421,0.10559145226153072,0.024716049382716047,0.156484713875098,-0.872,0.03616197776035769
00f1c9301af8b9f022e5eebc2a97a2951a82ac5eb9e0b145a5085ec8784fa521.txt, 782, 1.6581570172616305,0.578639324862319,0.66905574362065,0.0006517743328187733,0.7352311803799328,0.2744401986607644,0.24812927154085537,0.08970122241969743,0.12032078513260377,-0.23218988524590162,0.18643208292692592,-0.7622097186700768,0.1758673794706873,0.1069221679384232,0.06008573816651551,0.08596760649727836,0.05944497916657241,0.2040850701862666,-0.6662957898878614,0.1541749574239753
00f5bb15695a4d073c5e2a40d17d0fc32edbcdb9698caa39ae368f0e49a90824.txt, 626, 0.9084533424071827,0.6058937348374992,0.6476184392835178,-0.11981450746339799,1.1342294637786972,0.20621134725763945,0.08951065436719716,0.049932294794494216,1.1177967256470736,0.37701065789473687,0.059090000000000004,0.17284984025559105,0.02616118212045824,0.08293485769056863,0.09818628161545259,0.0884965497505397,0.03108910226627433,0.12689811084872898,-0.2836198083067092,0.12242770188048233
012ef0bed7ae424a2358f56b7bec4f6882a8a2e2564d731322ae12ea0e2cd9c5.txt, 124, 1.6283562473118276,0.4378556368899918,0.5858367741935484,-0.35488193548387104,0.16173333333333334,0.0880958064516129,0.26305179487179486,0.037096774193548385,0.30806491228070176,0.09766915384615384,0.14084331797235022,-0.8666935483870968,0.0,0.004064516129032258,0.028776153846153847,0.01856451612903226,0.005719999999999999,0.1843548387096774,0.013008064516129039,0.11021666666666666
0194186b920d63de00ce884d4ef80dd5156796c59d6f80f9fcbc33c2e94ed101.txt, 105, 3.3655344098310302,0.5270295954941115,0.808958064516129,-0.29861735791090627,0.39182141935483866,0.3424024577572965,0.1732596006144393,0.17544761904761902,0.16188195454545456,0.0736585,0.5391329004329004,-0.8673619047619048,0.01860215053763441,0.08817327188940093,0.018,0.1620095238095238,0.006150537634408602,0.1350190476190476,0.0,0.3080012288786482
01ccaf6ba3247a518e6537cb86c2df28610625dd1f4cb045be663ea20419f1c2.txt, 116, 1.7220598741252349,0.5910874200452941,0.8921988774645191,-0.1368113348738002,0.1237487113402062,0.09831781905439033,0.3051726023117776,0.01982758620689655,0.6318575898989899,-0.3615222727272728,0.1740833333333333,0.0012931034482758577,0.0,0.11334307166941364,0.1275270228053733,0.28677429467084636,0.0,0.13137068965517243,-0.872,0.017443298969072166
01f73f4bca7067be7f8588cbfc92961a69b94246aa8dce692e9ad3a90816d943.txt, 293, 1.1601103071692374,1.01933611684641,0.8580102878302169,-0.11262912997739352,0.5347498229327831,0.30825052841782097,0.1849613447871607,0.11273566901163196,0.04914422184873949,-0.0877916923076923,0.01989655172413793,-0.4352764505119454,0.0031227436823104693,0.05798534403037561,0.03751100923035749,0.09433545022104406,0.13002183255973868,0.19481001137656428,-0.283457337883959,0.2993586268010981
02367b6531fc13735be8bb0cf2d00d2aa033e3176a3dfb2b7e177bdb71f801f7.txt, 119, -0.7267135807826159,0.44335601392071977,0.8519167197181903,0.10829404549698668,0.037858585858585855,0.1691898523414636,0.0496846728151076,0.02415966386554622,0.7225774534914361,0.8781227500000001,0.048083333333333325,-0.0009075630252100876,0.0,0.18479893048128343,0.033131313131313136,0.2193631713554987,0.0,0.0881344537815126,0.8922605042016807,0.07250370714820843
02432e85c9f608deee9a4f9334629e7a25caa93976553df6ce37c7418c8caf94.txt, 502, -0.5071605943630715,0.5849376916144001,0.8479498460324539,0.38941684680208005,1.51505247085677,0.23674336974655474,0.12078327658050902,0.01389840637450199,0.7093804521249361,0.4295564838709678,0.06978269803668209,0.3707885600455322,0.00904318894634229,0.1606662832804653,0.0015723404255319148,0.040659945823580006,0.040894350696991925,0.2003429474368905,-0.28451593625498,0.12411387917716886
024f90a51ed00868ed656ae22374c9db00ecc8aadb63469842090a5dfbd81547.txt, 76, -0.39337890225563904,0.7068924148606811,0.4450402476780186,-0.1397864912280702,0.2622894736842105,0.30814959064327485,0.2756184210526316,0.0721578947368421,-0.33184386274509803,0.15581224999999999,0.0,0.8663026315789474,0.12284649122807018,0.2706904024767802,0.010434210526315789,0.11635087719298245,0.5920789473684209,0.15260526315789474,-0.2761973684210526,0.07225146198830408
